lsoa11,Trips per hour (2006/08),Trips per hour (2010),Trips per hour (2023),Trips per hour change: 2006/08-2023,Trips per hour change: 2010-2023,Trips per hour % change: 2006/08-2023,Trips per hour % change: 2010-2023,Trips per hour change rank (2006/08-2023),Trips per hour change rank (2010-2023)
S01009742,42,38,22,-19,-16,-46.2%,-41.6%,"18,323","18,504"
S01009743,15,15,19,4,4,25.1%,25.1%,"38,712","38,309"
S01009744,23,24,22,-1,-2,-4.3%,-9.0%,"34,406","32,102"
S01009745,41,34,35,-6,1,-15.4%,1.6%,"31,430","34,862"
S01009746,10,9,7,-3,-2,-31.1%,-22.1%,"25,597","27,607"
S01009747,13,12,6,-7,-6,-55.5%,-48.5%,"13,314","15,052"
S01009748,10,12,6,-4,-6,-37.5%,-48.6%,"22,737","14,985"
S01009749,14,12,6,-8,-6,-56.7%,-48.5%,"12,731","15,052"
S01009750,14,12,6,-8,-6,-56.8%,-48.5%,"12,674","15,052"
S01009751,14,12,6,-8,-6,-57.3%,-48.9%,"12,416","14,824"
S01009752,9,9,5,-4,-4,-44.9%,-42.0%,"19,034","18,308"
S01009753,8,9,5,-3,-3,-36.8%,-38.6%,"23,102","20,155"
S01009754,17,13,5,-12,-8,-69.2%,-61.3%,"6,549","8,403"
S01009755,29,24,9,-21,-15,-70.6%,-63.6%,"5,875","7,227"
S01009756,9,9,5,-4,-4,-46.8%,-42.0%,"18,058","18,308"
S01009757,10,9,5,-5,-4,-51.2%,-43.2%,"15,609","17,719"
S01009758,34,32,12,-22,-20,-64.2%,-62.0%,"8,886","8,059"
S01009759,44,32,9,-34,-22,-78.5%,-70.4%,"2,555","4,216"
S01009760,58,46,17,-41,-29,-70.6%,-63.3%,"5,888","7,369"
S01009761,33,31,12,-21,-18,-64.0%,-60.5%,"8,992","8,751"
S01009762,57,45,15,-42,-30,-73.1%,-65.9%,"4,742","6,163"
S01009763,7,8,2,-5,-5,-72.0%,-73.0%,"5,237","3,194"
S01009764,34,30,8,-26,-22,-76.8%,-74.1%,"3,148","2,799"
S01009765,37,31,9,-28,-22,-75.6%,-70.7%,"3,681","4,067"
S01009766,35,35,7,-29,-28,-81.1%,-80.6%,"1,685","1,026"
S01009767,81,70,15,-66,-55,-81.3%,-78.2%,"1,633","1,604"
S01009768,36,36,8,-28,-28,-78.4%,-78.4%,"2,593","1,540"
S01009769,35,35,8,-28,-27,-78.1%,-77.6%,"2,720","1,736"
S01009770,32,30,7,-26,-23,-79.2%,-77.5%,"2,344","1,756"
S01009771,12,11,2,-10,-9,-81.3%,-80.4%,"1,618","1,072"
S01009772,35,35,7,-29,-28,-81.1%,-80.7%,"1,685","1,010"
S01009773,24,20,7,-17,-13,-71.7%,-66.1%,"5,374","6,063"
S01009774,25,23,7,-18,-16,-72.7%,-70.9%,"4,919","4,018"
S01009775,109,90,26,-83,-64,-76.0%,-70.9%,"3,481","3,985"
S01009776,63,50,11,-52,-39,-83.1%,-78.5%,"1,180","1,510"
S01009777,55,46,11,-45,-35,-80.8%,-76.7%,"1,787","1,974"
S01009778,55,46,11,-45,-35,-80.7%,-76.7%,"1,807","1,956"
S01009779,55,46,11,-44,-35,-80.7%,-76.7%,"1,807","1,956"
S01009780,56,46,11,-44,-34,-79.6%,-75.2%,"2,172","2,415"
S01009781,76,46,13,-63,-33,-83.0%,-71.8%,"1,190","3,660"
S01009782,30,27,7,-23,-19,-75.9%,-72.6%,"3,533","3,311"
S01009783,55,46,11,-44,-34,-79.4%,-75.2%,"2,237","2,415"
S01009784,82,71,20,-63,-51,-76.3%,-72.4%,"3,372","3,406"
S01009785,56,46,11,-45,-35,-80.9%,-76.7%,"1,750","1,970"
S01009786,104,90,26,-78,-64,-74.8%,-70.9%,"3,999","3,999"
S01009787,104,90,26,-78,-64,-74.9%,-71.0%,"3,979","3,977"
S01009788,69,62,17,-52,-44,-74.8%,-71.9%,"4,023","3,615"
S01009789,103,90,26,-77,-64,-74.5%,-70.9%,"4,099","3,999"
S01009790,49,41,8,-41,-33,-84.0%,-81.0%,"1,005",968
S01009791,70,64,16,-54,-48,-77.6%,-75.7%,"2,874","2,266"
S01009792,32,33,11,-21,-22,-66.6%,-67.0%,"7,733","5,667"
S01009793,39,32,13,-26,-19,-67.3%,-59.9%,"7,434","9,080"
S01009794,30,26,11,-19,-15,-64.0%,-58.3%,"9,008","9,858"
S01009795,24,25,9,-15,-16,-62.4%,-64.9%,"9,833","6,631"
S01009796,21,21,9,-12,-12,-58.3%,-58.3%,"11,867","9,866"
S01009797,50,37,13,-38,-25,-74.4%,-65.5%,"4,143","6,359"
S01009798,24,25,9,-15,-16,-62.3%,-64.8%,"9,853","6,685"
S01009799,44,41,8,-36,-33,-82.2%,-81.0%,"1,385",965
S01009800,14,14,5,-9,-9,-63.4%,-63.5%,"9,268","7,317"
S01009801,48,41,8,-41,-33,-83.8%,-81.0%,"1,034",970
S01009802,33,33,13,-20,-20,-61.3%,-61.1%,"10,393","8,478"
S01009803,33,33,13,-20,-20,-61.2%,-61.1%,"10,420","8,482"
S01009804,32,33,11,-21,-22,-66.6%,-67.0%,"7,733","5,667"
S01009805,33,33,13,-20,-20,-61.2%,-61.1%,"10,420","8,482"
S01009806,144,129,36,-108,-94,-75.1%,-72.3%,"3,862","3,439"
S01009807,134,126,35,-99,-91,-73.9%,-72.3%,"4,415","3,443"
S01009808,141,122,35,-106,-87,-75.5%,-71.7%,"3,722","3,684"
S01009809,146,125,35,-112,-90,-76.4%,-72.3%,"3,341","3,433"
S01009810,63,61,22,-41,-39,-65.4%,-64.3%,"8,297","6,897"
S01009811,127,115,36,-91,-79,-71.8%,-68.9%,"5,311","4,849"
S01009812,122,111,33,-89,-77,-72.6%,-69.8%,"4,973","4,430"
S01009813,158,146,38,-120,-107,-75.8%,-73.7%,"3,585","2,962"
S01009814,127,115,36,-91,-79,-71.8%,-68.8%,"5,311","4,853"
S01009815,124,106,33,-91,-72,-73.2%,-68.6%,"4,704","4,975"
S01009816,134,121,39,-95,-82,-71.0%,-67.8%,"5,703","5,357"
S01009817,110,108,29,-82,-79,-74.0%,-73.4%,"4,362","3,040"
S01009818,112,110,30,-81,-80,-72.7%,-72.4%,"4,907","3,421"
S01009819,131,111,37,-94,-74,-71.9%,-66.9%,"5,266","5,704"
S01009820,121,117,36,-85,-81,-70.3%,-69.3%,"6,037","4,646"
S01009821,128,115,31,-97,-84,-75.7%,-73.1%,"3,626","3,156"
S01009822,30,19,7,-23,-12,-76.7%,-63.7%,"3,192","7,200"
S01009823,41,23,7,-34,-16,-83.1%,-70.0%,"1,180","4,371"
S01009824,39,24,7,-32,-17,-82.4%,-71.0%,"1,355","3,924"
S01009825,40,25,7,-33,-18,-82.2%,-71.4%,"1,377","3,799"
S01009826,129,115,31,-99,-84,-76.2%,-73.3%,"3,389","3,082"
S01009827,112,100,25,-87,-75,-77.8%,-75.2%,"2,796","2,415"
S01009828,129,115,30,-98,-84,-76.4%,-73.5%,"3,345","3,000"
S01009829,50,40,13,-37,-27,-73.8%,-67.2%,"4,438","5,569"
S01009830,39,31,13,-25,-18,-65.9%,-57.6%,"8,034","10,224"
S01009831,128,115,31,-97,-84,-75.7%,-73.1%,"3,632","3,141"
S01009832,129,115,31,-97,-84,-75.9%,-73.1%,"3,548","3,156"
S01009833,117,86,52,-65,-33,-55.4%,-38.8%,"13,383","20,049"
S01009834,64,63,21,-42,-42,-66.3%,-66.1%,"7,884","6,096"
S01009835,51,49,17,-34,-32,-66.5%,-65.0%,"7,769","6,581"
S01009836,59,63,48,-11,-16,-19.3%,-24.8%,"30,210","26,462"
S01009837,58,62,20,-38,-43,-66.0%,-68.7%,"8,003","4,915"
S01009838,102,85,42,-61,-44,-59.3%,-51.3%,"11,345","13,602"
S01009839,102,85,37,-65,-48,-63.8%,-56.6%,"9,111","10,682"
S01009840,47,46,17,-30,-29,-63.7%,-62.9%,"9,124","7,589"
S01009841,104,95,34,-70,-61,-67.5%,-64.6%,"7,315","6,774"
S01009842,48,42,18,-30,-24,-61.8%,-56.6%,"10,155","10,713"
S01009843,220,182,61,-159,-122,-72.5%,-66.8%,"5,031","5,769"
S01009844,103,89,36,-66,-53,-64.6%,-59.2%,"8,715","9,444"
S01009845,103,89,36,-66,-53,-64.5%,-59.2%,"8,724","9,444"
S01009846,106,100,39,-68,-61,-63.7%,-61.4%,"9,141","8,328"
S01009847,106,93,40,-66,-53,-62.1%,-56.7%,"9,959","10,661"
S01009848,18,19,8,-10,-11,-55.1%,-56.3%,"13,537","10,847"
S01009849,116,101,25,-90,-75,-78.1%,-74.7%,"2,713","2,577"
S01009850,130,109,31,-99,-78,-76.0%,-71.4%,"3,496","3,799"
S01009851,159,146,38,-120,-107,-75.9%,-73.7%,"3,544","2,943"
S01009852,128,111,31,-97,-80,-75.6%,-71.9%,"3,648","3,593"
S01009853,43,36,8,-34,-28,-80.8%,-77.4%,"1,771","1,788"
S01009854,43,38,8,-35,-30,-81.1%,-78.5%,"1,678","1,526"
S01009855,13,11,6,-6,-5,-49.7%,-41.9%,"16,439","18,391"
S01009856,133,111,31,-101,-80,-76.4%,-71.9%,"3,316","3,601"
S01009857,132,111,31,-101,-80,-76.3%,-71.9%,"3,356","3,622"
S01009858,51,43,13,-38,-30,-74.4%,-69.7%,"4,149","4,477"
S01009859,85,53,36,-49,-17,-57.6%,-31.5%,"12,277","23,497"
S01009860,103,89,38,-65,-52,-63.6%,-57.9%,"9,211","10,068"
S01009861,104,89,36,-68,-53,-65.1%,-59.3%,"8,468","9,381"
S01009862,152,127,48,-104,-79,-68.3%,-62.2%,"6,965","7,944"
S01009863,152,127,48,-104,-79,-68.3%,-62.2%,"6,965","7,944"
S01009864,119,100,28,-91,-73,-76.8%,-72.4%,"3,153","3,384"
S01009865,126,118,34,-92,-84,-73.1%,-71.1%,"4,755","3,915"
S01009866,156,127,48,-108,-79,-69.0%,-62.1%,"6,643","8,002"
S01009867,154,127,48,-106,-79,-68.8%,-62.2%,"6,748","7,951"
S01009868,150,127,48,-103,-80,-68.3%,-62.6%,"6,958","7,758"
S01009869,145,127,49,-96,-79,-66.4%,-61.8%,"7,828","8,123"
S01009870,151,127,48,-103,-79,-68.2%,-62.2%,"7,003","7,944"
S01009871,68,59,17,-51,-42,-75.3%,-71.6%,"3,776","3,698"
S01009872,139,100,39,-100,-62,-72.2%,-61.5%,"5,159","8,296"
S01009873,122,104,29,-93,-75,-76.5%,-72.4%,"3,302","3,395"
S01009874,14,12,7,-6,-4,-46.1%,-37.6%,"18,376","20,627"
S01009875,12,11,5,-7,-6,-61.0%,-57.6%,"10,541","10,206"
S01009876,12,11,5,-7,-6,-59.2%,-55.4%,"11,396","11,372"
S01009877,9,11,5,-4,-6,-43.2%,-55.4%,"19,889","11,372"
S01009878,12,11,5,-7,-6,-58.7%,-55.4%,"11,638","11,372"
S01009879,9,11,5,-4,-6,-43.5%,-55.7%,"19,751","11,163"
S01009880,9,11,5,-4,-6,-43.5%,-55.7%,"19,751","11,163"
S01009881,164,118,46,-118,-72,-72.2%,-61.4%,"5,141","8,341"
S01009882,306,220,56,-250,-164,-81.7%,-74.5%,"1,541","2,651"
S01009883,292,220,56,-236,-164,-80.7%,-74.4%,"1,803","2,686"
S01009884,292,220,56,-236,-164,-80.7%,-74.4%,"1,799","2,679"
S01009885,165,120,35,-130,-85,-78.7%,-70.8%,"2,499","4,039"
S01009886,164,118,35,-129,-83,-78.7%,-70.3%,"2,510","4,234"
S01009887,307,230,63,-244,-167,-79.6%,-72.8%,"2,185","3,246"
S01009888,290,217,55,-235,-161,-80.9%,-74.5%,"1,730","2,656"
S01009889,151,119,31,-120,-88,-79.3%,-73.7%,"2,316","2,962"
S01009890,302,230,63,-240,-167,-79.3%,-72.8%,"2,290","3,250"
S01009891,309,232,63,-246,-169,-79.7%,-73.0%,"2,138","3,179"
S01009892,303,230,63,-240,-167,-79.3%,-72.8%,"2,284","3,250"
S01009893,295,222,56,-239,-166,-81.0%,-74.7%,"1,717","2,594"
S01009894,66,119,31,-35,-88,-52.4%,-73.7%,"14,954","2,957"
S01009895,151,119,31,-120,-88,-79.3%,-73.7%,"2,303","2,953"
S01009896,77,75,22,-56,-54,-72.2%,-71.4%,"5,127","3,799"
S01009897,66,51,17,-49,-34,-74.1%,-66.6%,"4,304","5,865"
S01009898,66,51,17,-49,-34,-74.1%,-66.5%,"4,307","5,885"
S01009899,111,84,23,-88,-61,-79.0%,-72.3%,"2,403","3,433"
S01009900,124,93,26,-98,-67,-79.0%,-71.9%,"2,414","3,596"
S01009901,124,93,26,-98,-67,-79.0%,-71.9%,"2,403","3,584"
S01009902,74,59,20,-54,-39,-73.2%,-66.3%,"4,689","5,981"
S01009903,142,110,25,-117,-85,-82.4%,-77.2%,"1,341","1,825"
S01009904,124,93,26,-98,-67,-79.0%,-71.9%,"2,408","3,615"
S01009905,292,219,55,-236,-163,-81.0%,-74.7%,"1,689","2,588"
S01009906,295,222,56,-239,-166,-81.0%,-74.7%,"1,722","2,599"
S01009907,295,229,59,-236,-170,-80.1%,-74.3%,"2,014","2,733"
S01009908,292,220,56,-236,-164,-80.8%,-74.4%,"1,796","2,679"
S01009909,300,226,62,-238,-164,-79.5%,-72.8%,"2,218","3,261"
S01009910,289,210,54,-235,-156,-81.3%,-74.3%,"1,625","2,741"
S01009911,172,129,43,-129,-86,-75.0%,-66.5%,"3,925","5,875"
S01009912,12,11,5,-7,-6,-58.9%,-55.7%,"11,551","11,163"
S01009913,67,61,20,-48,-41,-70.7%,-67.8%,"5,821","5,348"
S01009914,9,7,5,-4,-2,-43.2%,-31.6%,"19,913","23,443"
S01009915,173,129,43,-129,-86,-75.0%,-66.5%,"3,925","5,889"
S01009916,14,16,10,-4,-5,-28.6%,-34.7%,"26,709","21,972"
S01009917,172,130,42,-131,-88,-75.8%,-67.8%,"3,566","5,318"
S01009918,165,123,39,-126,-84,-76.3%,-68.1%,"3,372","5,176"
S01009919,172,130,42,-131,-88,-75.8%,-67.8%,"3,575","5,330"
S01009920,172,130,42,-131,-88,-75.8%,-67.8%,"3,585","5,323"
S01009921,172,130,42,-131,-88,-75.8%,-67.8%,"3,593","5,323"
S01009922,150,114,33,-117,-81,-77.9%,-71.0%,"2,752","3,931"
S01009923,172,130,42,-131,-88,-75.8%,-67.8%,"3,585","5,323"
S01009924,172,130,42,-131,-88,-75.8%,-67.9%,"3,575","5,308"
S01009925,172,130,42,-131,-88,-75.8%,-67.8%,"3,593","5,330"
S01009926,150,114,33,-117,-81,-78.0%,-71.1%,"2,742","3,915"
S01009927,97,77,21,-75,-56,-77.9%,-72.2%,"2,774","3,476"
S01009928,192,149,46,-146,-103,-76.2%,-69.3%,"3,414","4,646"
S01009929,111,84,24,-88,-61,-78.8%,-72.1%,"2,462","3,524"
S01009930,111,84,23,-88,-61,-79.0%,-72.3%,"2,418","3,450"
S01009931,172,130,42,-131,-88,-75.8%,-67.8%,"3,593","5,330"
S01009932,149,114,33,-117,-81,-78.0%,-71.0%,"2,745","3,944"
S01009933,154,126,33,-121,-93,-78.6%,-73.9%,"2,513","2,896"
S01009934,97,77,21,-75,-55,-77.9%,-72.1%,"2,774","3,517"
S01009935,154,126,33,-121,-93,-78.6%,-73.8%,"2,529","2,905"
S01009936,154,126,33,-121,-93,-78.6%,-73.8%,"2,529","2,905"
S01009937,64,59,19,-46,-41,-71.0%,-68.5%,"5,686","5,023"
S01009938,67,56,20,-46,-36,-69.6%,-63.7%,"6,357","7,192"
S01009939,42,32,5,-37,-26,-87.1%,-82.9%,531,683
S01009940,47,32,9,-37,-22,-79.9%,-70.4%,"2,075","4,219"
S01009941,50,42,10,-40,-32,-80.4%,-76.7%,"1,902","1,965"
S01009942,58,43,11,-47,-32,-81.5%,-74.9%,"1,571","2,537"
S01009943,58,43,11,-48,-32,-81.6%,-74.9%,"1,553","2,530"
S01009944,139,110,24,-115,-86,-82.7%,-78.2%,"1,278","1,589"
S01009945,53,46,13,-40,-34,-75.7%,-72.5%,"3,624","3,358"
S01009946,59,50,16,-43,-34,-73.0%,-68.3%,"4,793","5,120"
S01009947,139,110,24,-115,-86,-82.6%,-78.1%,"1,287","1,630"
S01009948,142,113,27,-115,-86,-81.1%,-76.2%,"1,681","2,120"
S01009949,97,77,21,-75,-55,-77.9%,-72.1%,"2,774","3,517"
S01009950,89,71,16,-73,-55,-82.4%,-77.8%,"1,343","1,684"
S01009951,97,77,19,-78,-58,-80.8%,-75.8%,"1,780","2,232"
S01009952,97,77,21,-75,-55,-77.9%,-72.1%,"2,774","3,517"
S01009953,138,110,24,-114,-86,-82.6%,-78.1%,"1,290","1,630"
S01009954,51,44,11,-39,-33,-77.6%,-74.3%,"2,866","2,747"
S01009955,75,61,11,-65,-50,-86.0%,-82.7%,649,718
S01009956,75,60,11,-64,-49,-85.9%,-82.4%,678,773
S01009957,97,77,22,-75,-55,-77.1%,-71.2%,"3,034","3,882"
S01009958,26,21,5,-21,-16,-79.6%,-75.0%,"2,185","2,505"
S01009959,2,3,1,-1,-1,-46.2%,-52.1%,"18,359","13,174"
S01009960,75,60,11,-64,-50,-85.9%,-82.6%,662,728
S01009961,75,61,11,-64,-50,-85.9%,-82.6%,669,737
S01009962,75,60,11,-64,-50,-85.9%,-82.5%,681,742
S01009963,75,60,11,-64,-50,-85.9%,-82.6%,675,737
S01009964,91,69,14,-77,-55,-84.2%,-79.3%,970,"1,306"
S01009965,31,23,8,-22,-14,-72.4%,-63.1%,"5,052","7,519"
S01009966,31,21,8,-23,-12,-73.0%,-58.7%,"4,801","9,663"
S01009967,115,87,23,-92,-64,-79.7%,-73.1%,"2,168","3,127"
S01009968,31,21,8,-23,-12,-73.0%,-58.8%,"4,801","9,620"
S01009969,8,8,4,-4,-4,-53.4%,-54.3%,"14,414","11,939"
S01009970,48,37,17,-30,-20,-64.2%,-54.2%,"8,916","12,000"
S01009971,26,33,16,-10,-17,-37.9%,-51.0%,"22,545","13,783"
S01009972,128,98,31,-97,-67,-76.2%,-68.8%,"3,426","4,858"
S01009973,49,38,19,-30,-20,-61.3%,-50.9%,"10,368","13,812"
S01009974,49,38,19,-30,-20,-61.4%,-50.9%,"10,334","13,801"
S01009975,43,30,16,-26,-14,-61.7%,-45.6%,"10,190","16,536"
S01009976,56,35,19,-37,-16,-65.9%,-46.2%,"8,046","16,244"
S01009977,64,44,21,-42,-22,-66.3%,-50.8%,"7,890","13,883"
S01009978,36,23,11,-25,-12,-68.3%,-50.4%,"6,951","14,091"
S01009979,45,30,16,-29,-14,-64.0%,-45.8%,"8,983","16,452"
S01009980,57,36,19,-38,-16,-66.1%,-45.9%,"7,986","16,396"
S01009981,57,36,19,-38,-16,-66.1%,-45.9%,"7,960","16,383"
S01009982,79,58,26,-53,-32,-67.7%,-55.9%,"7,263","11,089"
S01009983,56,46,18,-38,-29,-68.5%,-62.2%,"6,885","7,922"
S01009984,55,46,18,-38,-29,-68.1%,-62.1%,"7,070","8,013"
S01009985,55,45,16,-38,-29,-69.8%,-63.7%,"6,241","7,220"
S01009986,57,36,19,-38,-16,-66.0%,-45.8%,"8,017","16,431"
S01009987,65,44,22,-43,-22,-66.2%,-50.4%,"7,940","14,084"
S01009988,65,44,22,-43,-22,-66.3%,-50.4%,"7,884","14,084"
S01009989,31,21,8,-23,-12,-73.0%,-59.0%,"4,797","9,534"
S01009990,65,44,22,-43,-22,-66.3%,-50.3%,"7,879","14,121"
S01009991,50,35,19,-31,-16,-61.5%,-45.1%,"10,273","16,774"
S01009992,57,36,19,-38,-16,-66.0%,-45.8%,"7,995","16,442"
S01009993,64,44,22,-41,-22,-65.0%,-49.8%,"8,488","14,379"
S01009994,42,28,19,-23,-9,-54.0%,-30.9%,"14,078","23,775"
S01009995,32,24,14,-18,-10,-55.4%,-41.9%,"13,352","18,383"
S01009996,58,42,22,-36,-20,-62.2%,-48.2%,"9,903","15,204"
S01009997,32,24,14,-18,-10,-55.4%,-41.9%,"13,352","18,383"
S01009998,63,43,22,-41,-21,-64.9%,-49.0%,"8,543","14,790"
S01009999,32,24,14,-17,-10,-55.1%,-42.0%,"13,553","18,336"
S01010000,44,39,10,-34,-29,-77.2%,-74.5%,"3,022","2,671"
S01010001,32,24,14,-18,-10,-55.4%,-42.0%,"13,339","18,336"
S01010002,59,50,17,-42,-33,-71.6%,-66.2%,"5,400","6,019"
S01010003,39,32,17,-22,-15,-55.5%,-45.8%,"13,283","16,457"
S01010004,139,103,33,-106,-71,-76.4%,-68.3%,"3,329","5,107"
S01010005,124,93,26,-98,-67,-79.1%,-72.2%,"2,373","3,476"
S01010006,124,93,26,-98,-67,-79.0%,-72.0%,"2,389","3,549"
S01010007,139,103,33,-106,-71,-76.4%,-68.4%,"3,323","5,069"
S01010008,139,103,32,-107,-71,-76.8%,-68.9%,"3,142","4,826"
S01010009,115,87,25,-90,-62,-78.2%,-71.0%,"2,671","3,924"
S01010010,138,104,32,-106,-72,-77.0%,-69.4%,"3,109","4,609"
S01010011,124,93,26,-98,-67,-78.9%,-71.8%,"2,432","3,626"
S01010012,72,51,25,-47,-26,-65.3%,-50.9%,"8,370","13,837"
S01010013,126,103,33,-94,-70,-74.0%,-68.2%,"4,369","5,166"
S01010014,175,135,40,-135,-95,-77.1%,-70.5%,"3,034","4,168"
S01010015,124,93,26,-98,-67,-78.9%,-71.8%,"2,429","3,637"
S01010016,44,39,10,-34,-29,-77.2%,-74.5%,"3,022","2,671"
S01010017,44,39,10,-34,-29,-77.2%,-74.4%,"3,022","2,698"
S01010018,44,39,10,-34,-29,-77.2%,-74.5%,"3,032","2,671"
S01010019,36,25,8,-29,-18,-79.3%,-70.0%,"2,311","4,363"
S01010020,59,50,17,-42,-33,-71.6%,-66.2%,"5,433","6,058"
S01010021,59,50,17,-42,-33,-71.5%,-66.2%,"5,466","6,058"
S01010022,54,40,9,-45,-31,-83.7%,-77.9%,"1,056","1,663"
S01010023,56,46,11,-45,-34,-79.7%,-75.0%,"2,155","2,496"
S01010024,56,46,11,-45,-34,-79.7%,-75.0%,"2,147","2,496"
S01010025,138,114,30,-108,-84,-78.2%,-73.7%,"2,682","2,943"
S01010026,56,63,11,-45,-51,-79.7%,-81.8%,"2,147",841
S01010027,185,153,37,-148,-116,-80.1%,-75.9%,"2,014","2,203"
S01010028,56,46,11,-45,-34,-79.7%,-75.0%,"2,147","2,496"
S01010029,84,72,20,-64,-52,-75.9%,-72.1%,"3,530","3,508"
S01010030,292,226,56,-236,-170,-80.8%,-75.2%,"1,780","2,423"
S01010031,266,231,82,-183,-149,-69.0%,-64.3%,"6,666","6,897"
S01010032,507,397,111,-396,-286,-78.2%,-72.1%,"2,676","3,496"
S01010033,367,277,71,-296,-206,-80.6%,-74.3%,"1,851","2,733"
S01010034,366,283,74,-293,-209,-79.9%,-74.0%,"2,066","2,864"
S01010035,496,457,127,-369,-330,-74.3%,-72.1%,"4,189","3,489"
S01010036,327,249,80,-246,-168,-75.4%,-67.7%,"3,754","5,401"
S01010037,190,167,48,-142,-119,-74.6%,-71.0%,"4,092","3,924"
S01010038,199,177,48,-151,-129,-75.8%,-72.8%,"3,585","3,265"
S01010039,383,328,96,-287,-233,-75.1%,-70.9%,"3,891","3,999"
S01010040,168,155,43,-126,-113,-74.7%,-72.6%,"4,040","3,336"
S01010041,386,335,90,-296,-245,-76.7%,-73.2%,"3,192","3,117"
S01010042,52,50,17,-35,-33,-68.0%,-66.7%,"7,086","5,813"
S01010043,52,50,17,-35,-33,-68.0%,-66.7%,"7,080","5,800"
S01010044,52,50,17,-35,-33,-68.0%,-66.7%,"7,080","5,800"
S01010045,52,50,17,-35,-33,-68.1%,-66.8%,"7,050","5,774"
S01010046,52,48,17,-35,-31,-67.2%,-64.5%,"7,471","6,822"
S01010047,52,50,17,-35,-33,-68.2%,-66.8%,"7,021","5,760"
S01010048,54,50,17,-37,-33,-68.4%,-65.8%,"6,936","6,227"
S01010049,152,125,37,-115,-88,-75.5%,-70.2%,"3,695","4,289"
S01010050,152,125,38,-114,-87,-75.0%,-69.6%,"3,905","4,496"
S01010051,152,125,38,-114,-87,-74.8%,-69.3%,"3,995","4,627"
S01010052,152,125,37,-115,-88,-75.5%,-70.1%,"3,703","4,303"
S01010053,52,50,17,-35,-33,-68.2%,-66.8%,"7,021","5,760"
S01010054,99,81,24,-75,-57,-75.5%,-70.1%,"3,697","4,303"
S01010055,189,170,51,-139,-119,-73.1%,-70.1%,"4,718","4,314"
S01010056,137,110,30,-107,-80,-78.2%,-72.8%,"2,651","3,256"
S01010057,152,125,37,-116,-88,-75.9%,-70.6%,"3,512","4,095"
S01010058,63,42,17,-46,-25,-73.1%,-59.7%,"4,729","9,132"
S01010059,101,77,24,-76,-52,-75.9%,-68.3%,"3,538","5,102"
S01010060,145,112,36,-109,-76,-75.5%,-68.2%,"3,710","5,148"
S01010061,65,46,18,-47,-28,-72.1%,-60.5%,"5,176","8,780"
S01010062,65,44,17,-48,-27,-74.3%,-62.2%,"4,195","7,928"
S01010063,63,42,18,-45,-24,-71.8%,-57.8%,"5,294","10,138"
S01010064,63,42,18,-45,-24,-71.8%,-57.8%,"5,311","10,133"
S01010065,63,42,18,-45,-24,-71.7%,-57.9%,"5,349","10,121"
S01010066,63,42,17,-46,-25,-73.1%,-59.7%,"4,735","9,132"
S01010067,4,4,4,0,0,12.5%,10.2%,"37,412","36,378"
S01010068,73,52,28,-45,-25,-62.0%,-46.9%,"10,029","15,948"
S01010069,65,46,18,-47,-28,-72.1%,-60.5%,"5,176","8,780"
S01010070,65,44,18,-47,-26,-72.8%,-59.9%,"4,867","9,048"
S01010071,7,7,4,-3,-4,-47.5%,-48.6%,"17,657","15,016"
S01010072,65,46,18,-47,-28,-72.1%,-60.5%,"5,176","8,780"
S01010073,104,80,25,-79,-55,-76.0%,-68.8%,"3,472","4,873"
S01010074,63,44,17,-46,-27,-73.0%,-61.6%,"4,780","8,244"
S01010075,7,7,4,-3,-3,-44.9%,-47.5%,"19,029","15,566"
S01010076,7,7,4,-3,-4,-45.3%,-48.1%,"18,826","15,246"
S01010077,7,7,4,-3,-4,-45.3%,-48.1%,"18,826","15,246"
S01010078,76,47,17,-59,-31,-77.8%,-64.3%,"2,802","6,885"
S01010079,89,64,17,-72,-47,-80.9%,-73.4%,"1,733","3,044"
S01010080,60,38,15,-45,-23,-75.0%,-60.8%,"3,937","8,608"
S01010081,50,45,13,-36,-32,-73.2%,-70.6%,"4,684","4,130"
S01010082,50,29,10,-40,-19,-79.9%,-65.6%,"2,066","6,318"
S01010083,77,47,17,-60,-31,-78.0%,-64.3%,"2,731","6,885"
S01010084,39,34,7,-32,-27,-82.1%,-79.9%,"1,405","1,187"
S01010085,39,34,7,-32,-28,-82.1%,-80.0%,"1,410","1,152"
S01010086,43,39,11,-32,-27,-74.1%,-71.0%,"4,318","3,977"
S01010087,39,34,7,-32,-28,-82.1%,-80.0%,"1,410","1,152"
S01010088,94,70,18,-76,-51,-80.6%,-73.7%,"1,846","2,957"
S01010089,74,61,16,-58,-45,-78.5%,-73.6%,"2,555","2,967"
S01010090,24,24,7,-17,-17,-69.9%,-69.9%,"6,205","4,387"
S01010091,63,38,14,-50,-25,-78.6%,-64.7%,"2,516","6,742"
S01010092,43,39,12,-32,-27,-72.6%,-69.4%,"4,961","4,602"
S01010093,74,60,16,-58,-44,-78.5%,-73.5%,"2,555","3,009"
S01010094,55,60,14,-42,-47,-74.9%,-77.0%,"3,974","1,888"
S01010095,51,49,11,-40,-38,-78.5%,-77.6%,"2,560","1,739"
S01010096,78,72,18,-61,-54,-77.3%,-75.3%,"2,984","2,387"
S01010097,39,34,7,-32,-27,-82.1%,-79.8%,"1,422","1,194"
S01010098,39,34,7,-32,-27,-82.0%,-79.8%,"1,431","1,194"
